"","species","chemical","light","height","log.height"
"522","C.fasciculata","standard","open",14.8,2.76000994003292
"523","S.scheelei","standard","open",6,1.94591014905531
"524","M.maximus","standard","open",34.4,3.56671182013973
"525","X.texanum","none","open",0.6,0.470003629245736
"526","C.fasciculata","none","open",16.4,2.85647020622048
"527","S.scheelei","none","open",7.7,2.16332302566054
"528","M.maximus","none","open",34,3.55534806148941
"531","S.scheelei","crude","shade",3.9,1.58923520511658
"534","C.fasciculata","standard","shade",11.5,2.52572864430826
"535","S.scheelei","standard","shade",5.3,1.84054963339749
"536","M.maximus","standard","shade",6.1,1.96009478404727
"538","C.fasciculata","none","shade",9.9,2.3887627892351
"539","S.scheelei","none","shade",4.5,1.70474809223843
"540","M.maximus","none","shade",7,2.07944154167984
"542","C.fasciculata","crude","open",4.9,1.77495235091167
"543","S.scheelei","crude","open",8,2.19722457733622
"544","M.maximus","crude","open",24.6,3.24259235148552
"545","X.texanum","standard","open",1.5,0.916290731874155
"546","C.fasciculata","standard","open",10.2,2.41591377830105
"547","S.scheelei","standard","open",8.9,2.29253475714054
"548","M.maximus","standard","open",29.3,3.41114771251532
"549","X.texanum","none","open",1.2,0.78845736036427
"550","C.fasciculata","none","open",14.4,2.73436750941958
"551","S.scheelei","none","open",6.3,1.98787434815435
"552","M.maximus","none","open",30.1,3.43720781918519
"555","S.scheelei","crude","shade",2.9,1.3609765531356
"558","C.fasciculata","standard","shade",8,2.19722457733622
"559","S.scheelei","standard","shade",6,1.94591014905531
"560","M.maximus","standard","shade",6.8,2.05412373369555
"562","C.fasciculata","none","shade",7.3,2.11625551480255
"563","S.scheelei","none","shade",3.7,1.54756250871601
"564","M.maximus","none","shade",6.7,2.04122032885964
"566","C.fasciculata","crude","open",3.5,1.50407739677627
"567","S.scheelei","crude","open",7.5,2.14006616349627
"568","M.maximus","crude","open",19.4,3.01553490085017
"569","X.texanum","standard","open",2.6,1.28093384546206
"570","C.fasciculata","standard","open",17,2.89037175789616
"571","S.scheelei","standard","open",9.1,2.31253542384721
"572","M.maximus","standard","open",37.5,3.65065824129374
"573","X.texanum","none","open",0.5,0.405465108108164
"574","C.fasciculata","none","open",2.8,1.33500106673234
"575","S.scheelei","none","open",5.4,1.85629799036563
"576","M.maximus","none","open",32.5,3.51154543883102
"579","S.scheelei","crude","shade",4.9,1.77495235091167
"582","C.fasciculata","standard","shade",8,2.19722457733622
"583","S.scheelei","standard","shade",4.9,1.77495235091167
"584","M.maximus","standard","shade",5,1.79175946922805
"586","C.fasciculata","none","shade",7.7,2.16332302566054
"587","S.scheelei","none","shade",4.8,1.75785791755237
"588","M.maximus","none","shade",6.9,2.06686275947298
"590","C.fasciculata","crude","open",2.8,1.33500106673234
"591","S.scheelei","crude","open",8.9,2.29253475714054
"592","M.maximus","crude","open",22.1,3.13983261752775
"593","X.texanum","standard","open",1.4,0.8754687373539
"594","C.fasciculata","standard","open",17.7,2.92852352386054
"595","S.scheelei","standard","open",8.2,2.21920348405499
"596","M.maximus","standard","open",36.8,3.63230910262554
"597","X.texanum","none","open",0.7,0.53062825106217
"598","C.fasciculata","none","open",7.3,2.11625551480255
"599","S.scheelei","none","open",3.1,1.41098697371026
"600","M.maximus","none","open",33.9,3.55248682920838
"603","S.scheelei","crude","shade",4.8,1.75785791755237
"606","C.fasciculata","standard","shade",4.7,1.7404661748405
"607","S.scheelei","standard","shade",7.1,2.09186406167839
"608","M.maximus","standard","shade",6.4,2.00148000021012
"610","C.fasciculata","none","shade",6.1,1.96009478404727
"611","S.scheelei","none","shade",4.3,1.66770682055808
"612","M.maximus","none","shade",6.1,1.96009478404727
"614","C.fasciculata","crude","open",7.9,2.18605127673809
"615","S.scheelei","crude","open",8.6,2.26176309847379
"616","M.maximus","crude","open",21.3,3.10458667846607
"617","X.texanum","standard","open",1.7,0.993251773010283
"618","C.fasciculata","standard","open",17.1,2.89591193827178
"619","S.scheelei","standard","open",3,1.38629436111989
"620","M.maximus","standard","open",37.1,3.64021428213266
"621","X.texanum","none","open",0.9,0.641853886172395
"622","C.fasciculata","none","open",7.9,2.18605127673809
"623","S.scheelei","none","open",4.5,1.70474809223843
"624","M.maximus","none","open",23,3.17805383034795
"627","S.scheelei","crude","shade",5,1.79175946922805
"630","C.fasciculata","standard","shade",9.9,2.3887627892351
"631","S.scheelei","standard","shade",7.5,2.14006616349627
"632","M.maximus","standard","shade",7.1,2.09186406167839
"634","C.fasciculata","none","shade",9.3,2.33214389523559
"635","S.scheelei","none","shade",3.1,1.41098697371026
"636","M.maximus","none","shade",14.9,2.76631910922619
"638","C.fasciculata","crude","open",4.1,1.62924053973028
"639","S.scheelei","crude","open",9.5,2.35137525716348
"640","M.maximus","crude","open",23.8,3.21084365317094
"641","X.texanum","standard","open",1.9,1.06471073699243
"642","C.fasciculata","standard","open",15.8,2.82137888640921
"643","S.scheelei","standard","open",7.2,2.10413415427021
"644","M.maximus","standard","open",35,3.58351893845611
"645","X.texanum","none","open",0.4,0.336472236621213
"646","C.fasciculata","none","open",13.6,2.68102152871429
"647","S.scheelei","none","open",7,2.07944154167984
"648","M.maximus","none","open",37.2,3.64283551561253
"651","S.scheelei","crude","shade",2.1,1.1314021114911
"655","S.scheelei","standard","shade",8.9,2.29253475714054
"656","M.maximus","standard","shade",1.6,0.955511445027436
"658","C.fasciculata","none","shade",9.8,2.37954613413017
"659","S.scheelei","none","shade",4.1,1.62924053973028
"660","M.maximus","none","shade",11.9,2.55722731136763
"662","C.fasciculata","crude","open",11.1,2.4932054526027
"663","S.scheelei","crude","open",9.8,2.37954613413017
"664","M.maximus","crude","open",26.6,3.3178157727231
"666","C.fasciculata","standard","open",18.2,2.95491027903374
"667","S.scheelei","standard","open",8.1,2.2082744135228
"668","M.maximus","standard","open",28.7,3.39114704580865
"669","X.texanum","none","open",0.8,0.587786664902119
"670","C.fasciculata","none","open",9.6,2.36085400111802
"671","S.scheelei","none","open",6.6,2.02814824729229
"672","M.maximus","none","open",32.6,3.51452606696916
"675","S.scheelei","crude","shade",4.3,1.66770682055808
"679","S.scheelei","standard","shade",7.3,2.11625551480255
"682","C.fasciculata","none","shade",12.8,2.62466859216316
"683","S.scheelei","none","shade",4.1,1.62924053973028
"684","M.maximus","none","shade",5.2,1.82454929205105
"686","C.fasciculata","crude","open",7.6,2.15176220325946
"687","S.scheelei","crude","open",15.1,2.77881927199042
"688","M.maximus","crude","open",29.6,3.42100000895834
"690","C.fasciculata","standard","open",17.7,2.92852352386054
"691","S.scheelei","standard","open",9.4,2.34180580614733
"692","M.maximus","standard","open",25.5,3.27714473299218
"693","X.texanum","none","open",0.6,0.470003629245736
"694","C.fasciculata","none","open",3.8,1.56861591791385
"695","S.scheelei","none","open",5.4,1.85629799036563
"696","M.maximus","none","open",28.1,3.37073817417745
"699","S.scheelei","crude","shade",2.5,1.25276296849537
"703","S.scheelei","standard","shade",6,1.94591014905531
"706","C.fasciculata","none","shade",5,1.79175946922805
"707","S.scheelei","none","shade",3.8,1.56861591791385
"708","M.maximus","none","shade",6.1,1.96009478404727
"710","C.fasciculata","crude","open",11.5,2.52572864430826
"711","S.scheelei","crude","open",9,2.30258509299405
"712","M.maximus","crude","open",35.5,3.59731226058845
"714","C.fasciculata","standard","open",16.4,2.85647020622048
"715","S.scheelei","standard","open",7.4,2.12823170584927
"716","M.maximus","standard","open",21.6,3.11794990627824
"718","C.fasciculata","none","open",11.4,2.51769647261099
"719","S.scheelei","none","open",10.9,2.47653840011748
"720","M.maximus","none","open",33.4,3.53805656437935
"723","S.scheelei","crude","shade",1.9,1.06471073699243
"727","S.scheelei","standard","shade",8.2,2.21920348405499
"730","C.fasciculata","none","shade",6.1,1.96009478404727
"731","S.scheelei","none","shade",6.7,2.04122032885964
"732","M.maximus","none","shade",6.5,2.01490302054226
"734","C.fasciculata","crude","open",13,2.63905732961526
"735","S.scheelei","crude","open",5.5,1.87180217690159
"736","M.maximus","crude","open",29.2,3.40784192438082
"738","C.fasciculata","standard","open",13.5,2.67414864942653
"739","S.scheelei","standard","open",10.2,2.41591377830105
"740","M.maximus","standard","open",23.6,3.20274644293832
"742","C.fasciculata","none","open",11.1,2.4932054526027
"743","S.scheelei","none","open",9.4,2.34180580614733
"744","M.maximus","none","open",37.1,3.64021428213266
"747","S.scheelei","crude","shade",2.5,1.25276296849537
"751","S.scheelei","standard","shade",9.1,2.31253542384721
"754","C.fasciculata","none","shade",8.2,2.21920348405499
"755","S.scheelei","none","shade",4.6,1.7227665977411
"756","M.maximus","none","shade",6.1,1.96009478404727
"758","C.fasciculata","crude","open",5.1,1.80828877117927
"759","S.scheelei","crude","open",8.6,2.26176309847379
"760","M.maximus","crude","open",24.1,3.22286784613774
"762","C.fasciculata","standard","open",14.9,2.76631910922619
"763","S.scheelei","standard","open",11,2.484906649788
"764","M.maximus","standard","open",23.1,3.18221184049661
"766","C.fasciculata","none","open",9.1,2.31253542384721
"767","S.scheelei","none","open",10.9,2.47653840011748
"768","M.maximus","none","open",34,3.55534806148941
"771","S.scheelei","crude","shade",4.1,1.62924053973028
"775","S.scheelei","standard","shade",4.3,1.66770682055808
"778","C.fasciculata","none","shade",8.7,2.27212588550934
"779","S.scheelei","none","shade",5.7,1.90210752639692
"780","M.maximus","none","shade",7.5,2.14006616349627
"782","C.fasciculata","crude","open",10.4,2.43361335540045
"783","S.scheelei","crude","open",7,2.07944154167984
"784","M.maximus","crude","open",14.5,2.7408400239252
"786","C.fasciculata","standard","open",18.4,2.96527306606928
"787","S.scheelei","standard","open",13.2,2.65324196460721
"788","M.maximus","standard","open",28.1,3.37073817417745
"790","C.fasciculata","none","open",15.1,2.77881927199042
"791","S.scheelei","none","open",9.1,2.31253542384721
"792","M.maximus","none","open",36.7,3.62966009445396
"795","S.scheelei","crude","shade",3.1,1.41098697371026
"799","S.scheelei","standard","shade",3.6,1.52605630349505
"802","C.fasciculata","none","shade",8.6,2.26176309847379
"803","S.scheelei","none","shade",4.6,1.7227665977411
"804","M.maximus","none","shade",8.9,2.29253475714054
"806","C.fasciculata","crude","open",5.4,1.85629799036563
"807","S.scheelei","crude","open",9.1,2.31253542384721
"808","M.maximus","crude","open",27.4,3.34638914516716
"810","C.fasciculata","standard","open",10.9,2.47653840011748
"811","S.scheelei","standard","open",8.5,2.2512917986065
"812","M.maximus","standard","open",25.7,3.2846635654062
"814","C.fasciculata","none","open",12.2,2.58021682959233
"815","S.scheelei","none","open",11,2.484906649788
"816","M.maximus","none","open",34.8,3.57794789340665
"819","S.scheelei","crude","shade",2.4,1.22377543162212
"823","S.scheelei","standard","shade",6.6,2.02814824729229
"827","S.scheelei","none","shade",4.7,1.7404661748405
"828","M.maximus","none","shade",9.3,2.33214389523559
"830","C.fasciculata","crude","open",9.5,2.35137525716348
"831","S.scheelei","crude","open",11,2.484906649788
"832","M.maximus","crude","open",33,3.52636052461616
"834","C.fasciculata","standard","open",11.3,2.50959926237837
"835","S.scheelei","standard","open",11,2.484906649788
"836","M.maximus","standard","open",36.6,3.62700405039585
"838","C.fasciculata","none","open",15.5,2.80336038090653
"839","S.scheelei","none","open",10.8,2.46809953147162
"840","M.maximus","none","open",30.3,3.44361809754611
"843","S.scheelei","crude","shade",6.7,2.04122032885964
"847","S.scheelei","standard","shade",8,2.19722457733622
"851","S.scheelei","none","shade",6.2,1.97408102602201
"852","M.maximus","none","shade",10.6,2.45100509811232
"855","S.scheelei","crude","open",8.3,2.23001440015921
"856","M.maximus","crude","open",23.3,3.1904763503465
"858","C.fasciculata","standard","open",16.1,2.83907846350861
"859","S.scheelei","standard","open",11.6,2.53369681395743
"860","M.maximus","standard","open",18.7,2.98061863574394
"862","C.fasciculata","none","open",10.6,2.45100509811232
"863","S.scheelei","none","open",4.2,1.64865862558738
"864","M.maximus","none","open",35.1,3.58629286533884
"867","S.scheelei","crude","shade",2.2,1.16315080980568
"871","S.scheelei","standard","shade",6.5,2.01490302054226
"875","S.scheelei","none","shade",4.4,1.68639895357023
"876","M.maximus","none","shade",6.4,2.00148000021012
"879","S.scheelei","crude","open",3,1.38629436111989
"880","M.maximus","crude","open",36.9,3.63495111208838
"882","C.fasciculata","standard","open",9,2.30258509299405
"883","S.scheelei","standard","open",9.4,2.34180580614733
"884","M.maximus","standard","open",30,3.43398720448515
"886","C.fasciculata","none","open",10.5,2.4423470353692
"887","S.scheelei","none","open",9.5,2.35137525716348
"888","M.maximus","none","open",36.3,3.61899332664977
"891","S.scheelei","crude","shade",1.2,0.78845736036427
"895","S.scheelei","standard","shade",7.9,2.18605127673809
"899","S.scheelei","none","shade",5.7,1.90210752639692
"900","M.maximus","none","shade",3.9,1.58923520511658
"903","S.scheelei","crude","open",8.6,2.26176309847379
"904","M.maximus","crude","open",33.3,3.53514535417189
"906","C.fasciculata","standard","open",12.9,2.63188884013665
"907","S.scheelei","standard","open",6.9,2.06686275947298
"908","M.maximus","standard","open",28.2,3.37416870927424
"910","C.fasciculata","none","open",7.7,2.16332302566054
"911","S.scheelei","none","open",10.6,2.45100509811232
"912","M.maximus","none","open",30.5,3.44998754583159
"919","S.scheelei","standard","shade",7.1,2.09186406167839
"923","S.scheelei","none","shade",7.3,2.11625551480255
"924","M.maximus","none","shade",9,2.30258509299405
"927","S.scheelei","crude","open",9,2.30258509299405
"928","M.maximus","crude","open",33.6,3.54385368206368
"930","C.fasciculata","standard","open",11.9,2.55722731136763
"931","S.scheelei","standard","open",8,2.19722457733622
"932","M.maximus","standard","open",28.1,3.37073817417745
"934","C.fasciculata","none","open",11.3,2.50959926237837
"935","S.scheelei","none","open",10.9,2.47653840011748
"936","M.maximus","none","open",26.9,3.32862668882732
"943","S.scheelei","standard","shade",5,1.79175946922805
"947","S.scheelei","none","shade",5.7,1.90210752639692
"948","M.maximus","none","shade",5.9,1.93152141160321
"951","S.scheelei","crude","open",8.2,2.21920348405499
"952","M.maximus","crude","open",36.2,3.6163087612791
"954","C.fasciculata","standard","open",15.7,2.81540871942271
"955","S.scheelei","standard","open",9,2.30258509299405
"956","M.maximus","standard","open",32.6,3.51452606696916
"958","C.fasciculata","none","open",8.4,2.24070968927596
"959","S.scheelei","none","open",9.6,2.36085400111802
"960","M.maximus","none","open",36.8,3.63230910262554
"967","S.scheelei","standard","shade",6.9,2.06686275947298
"971","S.scheelei","none","shade",8.6,2.26176309847379
"972","M.maximus","none","shade",7.5,2.14006616349627
"975","S.scheelei","crude","open",11.1,2.4932054526027
"976","M.maximus","crude","open",25.4,3.27336401015227
"978","C.fasciculata","standard","open",10.8,2.46809953147162
"979","S.scheelei","standard","open",9.2,2.32238772029023
"980","M.maximus","standard","open",38.7,3.68135118769314
"982","C.fasciculata","none","open",12.1,2.57261223020711
"983","S.scheelei","none","open",8.3,2.23001440015921
"984","M.maximus","none","open",38.6,3.67882911826043
"991","S.scheelei","standard","shade",5.8,1.91692261218206
"995","S.scheelei","none","shade",8.4,2.24070968927596
"996","M.maximus","none","shade",9.1,2.31253542384721
"999","S.scheelei","crude","open",9.4,2.34180580614733
"1000","M.maximus","crude","open",34.6,3.57234563785798
"1002","C.fasciculata","standard","open",9.5,2.35137525716348
"1003","S.scheelei","standard","open",5.5,1.87180217690159
"1004","M.maximus","standard","open",22,3.13549421592915
"1006","C.fasciculata","none","open",4.5,1.70474809223843
"1007","S.scheelei","none","open",8.6,2.26176309847379
"1008","M.maximus","none","open",37.9,3.6609942506244
"1015","S.scheelei","standard","shade",9.4,2.34180580614733
"1019","S.scheelei","none","shade",6.5,2.01490302054226
"1020","M.maximus","none","shade",9.8,2.37954613413017
"1023","S.scheelei","crude","open",10.5,2.4423470353692
"1024","M.maximus","crude","open",28.7,3.39114704580865
"1026","C.fasciculata","standard","open",7.5,2.14006616349627
"1027","S.scheelei","standard","open",7.4,2.12823170584927
"1028","M.maximus","standard","open",33.1,3.52929738428947
"1030","C.fasciculata","none","open",9.6,2.36085400111802
"1031","S.scheelei","none","open",7.5,2.14006616349627
"1032","M.maximus","none","open",33.9,3.55248682920838
"1039","S.scheelei","standard","shade",7.6,2.15176220325946
"1043","S.scheelei","none","shade",6.9,2.06686275947298
"1044","M.maximus","none","shade",9.6,2.36085400111802
"1047","S.scheelei","crude","open",6.9,2.06686275947298
"1048","M.maximus","crude","open",29.5,3.41772668361337
"1050","C.fasciculata","standard","open",10.2,2.41591377830105
"1051","S.scheelei","standard","open",7.2,2.10413415427021
"1052","M.maximus","standard","open",31,3.46573590279973
"1054","C.fasciculata","none","open",11.9,2.55722731136763
"1055","S.scheelei","none","open",7.5,2.14006616349627
"1056","M.maximus","none","open",28.9,3.39785848039664
"1063","S.scheelei","standard","shade",9.5,2.35137525716348
"1067","S.scheelei","none","shade",8.1,2.2082744135228
"1068","M.maximus","none","shade",7.9,2.18605127673809
"1071","S.scheelei","crude","open",6.5,2.01490302054226
"1072","M.maximus","crude","open",27.7,3.35689712276558
"1074","C.fasciculata","standard","open",14.5,2.7408400239252
"1075","S.scheelei","standard","open",11.1,2.4932054526027
"1076","M.maximus","standard","open",31.5,3.48124008933569
"1078","C.fasciculata","none","open",8.7,2.27212588550934
"1079","S.scheelei","none","open",8.3,2.23001440015921
"1080","M.maximus","none","open",30.4,3.44680789291421
"1087","S.scheelei","standard","shade",2.9,1.3609765531356
"1091","S.scheelei","none","shade",6.6,2.02814824729229
"1092","M.maximus","none","shade",7.1,2.09186406167839
"1095","S.scheelei","crude","open",6.2,1.97408102602201
"1096","M.maximus","crude","open",25.6,3.28091121578765
"1098","C.fasciculata","standard","open",7.6,2.15176220325946
"1099","S.scheelei","standard","open",6.2,1.97408102602201
"1100","M.maximus","standard","open",31.8,3.4904285153901
"1102","C.fasciculata","none","open",6.9,2.06686275947298
"1103","S.scheelei","none","open",10.6,2.45100509811232
"1104","M.maximus","none","open",36.3,3.61899332664977
"1111","S.scheelei","standard","shade",3.3,1.45861502269952
"1115","S.scheelei","none","shade",7.7,2.16332302566054
"1116","M.maximus","none","shade",9.5,2.35137525716348
"1119","S.scheelei","crude","open",7.5,2.14006616349627
"1120","M.maximus","crude","open",20,3.04452243772342
"1122","C.fasciculata","standard","open",6.2,1.97408102602201
"1123","S.scheelei","standard","open",10.1,2.40694510831829
"1126","C.fasciculata","none","open",6.5,2.01490302054226
"1127","S.scheelei","none","open",8.9,2.29253475714054
"1128","M.maximus","none","open",34.9,3.58073729549423
"1135","S.scheelei","standard","shade",1.8,1.02961941718116
"1139","S.scheelei","none","shade",8,2.19722457733622
"1140","M.maximus","none","shade",8.4,2.24070968927596
"1144","M.maximus","crude","open",15.2,2.78501124223834
"1146","C.fasciculata","standard","open",11.9,2.55722731136763
"1147","S.scheelei","standard","open",5.9,1.93152141160321
"1151","S.scheelei","none","open",3.8,1.56861591791385
"1152","M.maximus","none","open",23.7,3.20680324363393
"1159","S.scheelei","standard","shade",6.5,2.01490302054226
"1163","S.scheelei","none","shade",4.6,1.7227665977411
"1164","M.maximus","none","shade",8.2,2.21920348405499
"1168","M.maximus","crude","open",29,3.40119738166216
"1170","C.fasciculata","standard","open",13.3,2.66025953726586
"1171","S.scheelei","standard","open",4.5,1.70474809223843
"1175","S.scheelei","none","open",4.5,1.70474809223843
"1176","M.maximus","none","open",34.5,3.56953269648137
"1183","S.scheelei","standard","shade",5.7,1.90210752639692
"1187","S.scheelei","none","shade",6.4,2.00148000021012
"1188","M.maximus","none","shade",9.3,2.33214389523559
"1192","M.maximus","crude","open",23.5,3.19867311755068
"1194","C.fasciculata","standard","open",10.9,2.47653840011748
"1195","S.scheelei","standard","open",10.4,2.43361335540045
"1199","S.scheelei","none","open",5.2,1.82454929205105
"1200","M.maximus","none","open",23.9,3.21486780347066
"1207","S.scheelei","standard","shade",7.6,2.15176220325946
"1211","S.scheelei","none","shade",6.6,2.02814824729229
"1212","M.maximus","none","shade",8.7,2.27212588550934
"1216","M.maximus","crude","open",28,3.36729582998647
"1218","C.fasciculata","standard","open",12.2,2.58021682959233
"1219","S.scheelei","standard","open",8.5,2.2512917986065
"1223","S.scheelei","none","open",6,1.94591014905531
"1224","M.maximus","none","open",29.8,3.42751468997953
"1231","S.scheelei","standard","shade",3.2,1.43508452528932
"1235","S.scheelei","none","shade",5.6,1.88706964903238
"1236","M.maximus","none","shade",6.9,2.06686275947298
"1240","M.maximus","crude","open",16,2.83321334405622
"1242","C.fasciculata","standard","open",14,2.70805020110221
"1243","S.scheelei","standard","open",6.1,1.96009478404727
"1247","S.scheelei","none","open",5.3,1.84054963339749
"1248","M.maximus","none","open",28.8,3.39450839351136
"1255","S.scheelei","standard","shade",8,2.19722457733622
"1260","M.maximus","none","shade",5.5,1.87180217690159
"1264","M.maximus","crude","open",29.4,3.41444260841218
"1266","C.fasciculata","standard","open",15.2,2.78501124223834
"1267","S.scheelei","standard","open",5.7,1.90210752639692
"1272","M.maximus","none","open",29.4,3.41444260841218
"1279","S.scheelei","standard","shade",4.6,1.7227665977411
"1284","M.maximus","none","shade",7.2,2.10413415427021
"1288","M.maximus","crude","open",12.5,2.60268968544438
"1290","C.fasciculata","standard","open",17.5,2.91777073208428
"1291","S.scheelei","standard","open",9.2,2.32238772029023
"1296","M.maximus","none","open",27.1,3.3357695763397
"1303","S.scheelei","standard","shade",2,1.09861228866811
"1308","M.maximus","none","shade",6,1.94591014905531
"1312","M.maximus","crude","open",15.1,2.77881927199042
"1314","C.fasciculata","standard","open",15.1,2.77881927199042
"1315","S.scheelei","standard","open",8.5,2.2512917986065
"1320","M.maximus","none","open",24.9,3.25424296870549
"1327","S.scheelei","standard","shade",7.7,2.16332302566054
"1332","M.maximus","none","shade",8.2,2.21920348405499
"1338","C.fasciculata","standard","open",14.2,2.72129542785223
"1339","S.scheelei","standard","open",6.5,2.01490302054226
"1344","M.maximus","none","open",31.9,3.49347265777133
"1351","S.scheelei","standard","shade",5.4,1.85629799036563
"1356","M.maximus","none","shade",7.6,2.15176220325946
"1362","C.fasciculata","standard","open",14.4,2.73436750941958
"1363","S.scheelei","standard","open",7.1,2.09186406167839
"1368","M.maximus","none","open",34,3.55534806148941
"1386","C.fasciculata","standard","open",16.1,2.83907846350861
"1387","S.scheelei","standard","open",6.1,1.96009478404727
"1392","M.maximus","none","open",30.5,3.44998754583159
"1410","C.fasciculata","standard","open",11.7,2.54160199346455
"1411","S.scheelei","standard","open",7.5,2.14006616349627
"1416","M.maximus","none","open",31.1,3.46885603013597
"1434","C.fasciculata","standard","open",13.4,2.66722820658195
"1440","M.maximus","none","open",32,3.49650756146648
"1458","C.fasciculata","standard","open",12.9,2.63188884013665
"1464","M.maximus","none","open",36.7,3.62966009445396
"1482","C.fasciculata","standard","open",10.1,2.40694510831829
"1488","M.maximus","none","open",33.6,3.54385368206368
"1506","C.fasciculata","standard","open",8.2,2.21920348405499
"1512","M.maximus","none","open",27.2,3.33932197794407
"1530","C.fasciculata","standard","open",14.1,2.71469474382088
"1536","M.maximus","none","open",26.9,3.32862668882732
"1554","C.fasciculata","standard","open",11.3,2.50959926237837
"1560","M.maximus","none","open",23.4,3.19458313229916
"1578","C.fasciculata","standard","open",10.2,2.41591377830105
"1584","M.maximus","none","open",30.4,3.44680789291421
"1602","C.fasciculata","standard","open",16.4,2.85647020622048
"1608","M.maximus","none","open",28.6,3.38777436133001
"1626","C.fasciculata","standard","open",13.4,2.66722820658195
"1632","M.maximus","none","open",32.5,3.51154543883102
"1650","C.fasciculata","standard","open",10.6,2.45100509811232
"1656","M.maximus","none","open",30.5,3.44998754583159
"1674","C.fasciculata","standard","open",11.7,2.54160199346455
"1680","M.maximus","none","open",28.9,3.39785848039664
"1698","C.fasciculata","standard","open",5.3,1.84054963339749
"1704","M.maximus","none","open",33.1,3.52929738428947
"1722","C.fasciculata","standard","open",13.2,2.65324196460721
"1728","M.maximus","none","open",26.4,3.31054301339402
"1746","C.fasciculata","standard","open",9.1,2.31253542384721
"1752","M.maximus","none","open",32.9,3.5234150143864
"1770","C.fasciculata","standard","open",8.1,2.2082744135228
"1776","M.maximus","none","open",30.6,3.45315712059287
"1794","C.fasciculata","standard","open",14.9,2.76631910922619
"1800","M.maximus","none","open",28.1,3.37073817417745
"1818","C.fasciculata","standard","open",11.6,2.53369681395743
"1824","M.maximus","none","open",24.1,3.22286784613774
"1842","C.fasciculata","standard","open",15.4,2.79728133483015
"1848","M.maximus","none","open",27.2,3.33932197794407
"1866","C.fasciculata","standard","open",6.1,1.96009478404727
"1872","M.maximus","none","open",22.5,3.15700042115011
"1890","C.fasciculata","standard","open",4.2,1.64865862558738
"1896","M.maximus","none","open",25,3.25809653802148
"1914","C.fasciculata","standard","open",6.3,1.98787434815435
"1920","M.maximus","none","open",23.2,3.18635263316264
